"","X","LF_Number","LF_Name","HPDG_total_count","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","X_Future","HPDG_total_count_Future","VH_total_count_Future","H_total_count_Future","M_total_count_Future","L_total_count_Future","VL_total_count_Future","LPDG_total_count_Future"
"TSOWWIN RIVER.35",35,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,35,0,0,0,0,0,0,1
"TSOWWIN RIVER.36",36,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,36,0,0,0,0,0,0,1
"TSOWWIN RIVER.37",37,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,37,0,0,0,0,0,0,1
"TSOWWIN RIVER.38",38,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,38,0,0,0,0,0,0,1
"TSOWWIN RIVER.39",39,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,39,0,0,0,0,0,0,1
"TSOWWIN RIVER.40",40,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,40,0,0,0,0,0,0,1
"TSOWWIN RIVER.41",41,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,41,0,0,0,0,0,0,1
"TSOWWIN RIVER.42",42,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,42,0,0,0,0,0,0,1
"TSOWWIN RIVER.43",43,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,43,0,0,0,0,0,0,1
"TSOWWIN RIVER.44",44,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,44,0,0,0,0,0,0,1
"TSOWWIN RIVER.45",45,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"TSOWWIN RIVER.46",46,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"TSOWWIN RIVER.47",47,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"TSOWWIN RIVER.48",48,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"TSOWWIN RIVER.49",49,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"TSOWWIN RIVER.50",50,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"TSOWWIN RIVER.51",51,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"TSOWWIN RIVER.52",52,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"TSOWWIN RIVER.53",53,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"TSOWWIN RIVER.54",54,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"TSOWWIN RIVER.55",55,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"TSOWWIN RIVER.56",56,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"TSOWWIN RIVER.57",57,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"TSOWWIN RIVER.58",58,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"TSOWWIN RIVER.59",59,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"TSOWWIN RIVER.60",60,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"TSOWWIN RIVER.61",61,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"TSOWWIN RIVER.62",62,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"TSOWWIN RIVER.63",63,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"TSOWWIN RIVER.64",64,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"TSOWWIN RIVER.65",65,64,"LF64: Mortality or fitness reduction due to increases in salinity",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"TSOWWIN RIVER.66",66,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"TSOWWIN RIVER.67",67,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,67,0,0,0,0,0,0,1
"TSOWWIN RIVER.68",68,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",0,0,0,0,0,0,1,68,0,0,0,0,0,0,1
"SUCWOA RIVER.1",1,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SUCWOA RIVER.2",2,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"SUCWOA RIVER.3",3,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"SUCWOA RIVER.4",4,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"SUCWOA RIVER.5",5,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"SUCWOA RIVER.6",6,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"SUCWOA RIVER.7",7,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"SUCWOA RIVER.8",8,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"SUCWOA RIVER.9",9,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"SUCWOA RIVER.10",10,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"SUCWOA RIVER.11",11,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"SUCWOA RIVER.12",12,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"SUCWOA RIVER.13",13,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"SUCWOA RIVER.14",14,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"SUCWOA RIVER.15",15,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"SUCWOA RIVER.16",16,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"SUCWOA RIVER.17",17,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"SUCWOA RIVER.18",18,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"SUCWOA RIVER.19",19,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"SUCWOA RIVER.20",20,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"SUCWOA RIVER.21",21,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,21,1,0,0,0,0,0,0
"SUCWOA RIVER.22",22,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,22,1,0,0,0,0,0,0
"SUCWOA RIVER.23",23,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",0,1,0,0,0,0,0,23,0,1,0,0,0,0,0
"SUCWOA RIVER.24",24,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,1,0,0,0,0,0,24,0,1,0,0,0,0,0
"SUCWOA RIVER.25",25,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,26,0,0,0,0,0,1,0
"SUCWOA RIVER.26",26,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,27,0,0,0,0,0,1,0
"SUCWOA RIVER.27",27,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,28,0,0,0,0,0,1,0
"SUCWOA RIVER.28",28,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,0,1,0,29,0,0,0,0,0,1,0
"SUCWOA RIVER.29",29,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,1,0,30,0,0,0,0,0,1,0
"SUCWOA RIVER.30",30,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,31,0,0,0,0,0,1,0
"SUCWOA RIVER.31",31,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",0,0,0,0,0,1,0,32,0,0,0,0,0,1,0
"SUCWOA RIVER.32",32,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,33,0,0,0,0,0,1,0
"SUCWOA RIVER.33",33,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,34,0,0,0,0,0,1,0
"SUCWOA RIVER.34",34,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,35,0,0,0,0,0,1,0
"SUCWOA RIVER.35",35,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,0,0,1,0,36,0,0,0,0,0,1,0
"SUCWOA RIVER.36",36,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,37,0,0,0,0,0,1,0
"SUCWOA RIVER.37",37,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,38,0,0,0,0,0,1,0
"SUCWOA RIVER.38",38,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,0,1,0,39,0,0,0,0,0,1,0
"SUCWOA RIVER.39",39,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,40,0,0,0,0,0,1,0
"SUCWOA RIVER.40",40,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,41,0,0,0,0,0,1,0
"SUCWOA RIVER.41",41,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,42,0,0,0,0,0,1,0
"SUCWOA RIVER.42",42,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,43,0,0,0,0,0,1,0
"SUCWOA RIVER.43",43,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,44,0,0,0,0,0,0,1
"SUCWOA RIVER.44",44,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"SUCWOA RIVER.45",45,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"SUCWOA RIVER.46",46,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"SUCWOA RIVER.47",47,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"SUCWOA RIVER.48",48,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"SUCWOA RIVER.49",49,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"SUCWOA RIVER.50",50,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"SUCWOA RIVER.51",51,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"SUCWOA RIVER.52",52,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"SUCWOA RIVER.53",53,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"SUCWOA RIVER.54",54,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"SUCWOA RIVER.55",55,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"SUCWOA RIVER.56",56,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"SUCWOA RIVER.57",57,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"SUCWOA RIVER.58",58,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"SUCWOA RIVER.59",59,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"SUCWOA RIVER.60",60,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"SUCWOA RIVER.61",61,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"SUCWOA RIVER.62",62,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"SUCWOA RIVER.63",63,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"SUCWOA RIVER.64",64,64,"LF64: Mortality or fitness reduction due to increases in salinity",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"SUCWOA RIVER.65",65,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"SUCWOA RIVER.66",66,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,67,0,0,0,0,0,0,1
"SUCWOA RIVER.67",67,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",0,0,0,0,0,0,1,68,0,0,0,0,0,0,1
"SUCWOA RIVER.68",68,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,1,0,0,0,25,0,0,1,0,0,0,0
"CANTON CREEK.1",1,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CANTON CREEK.2",2,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"CANTON CREEK.3",3,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"CANTON CREEK.4",4,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"CANTON CREEK.5",5,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"CANTON CREEK.6",6,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"CANTON CREEK.7",7,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"CANTON CREEK.8",8,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"CANTON CREEK.9",9,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"CANTON CREEK.10",10,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"CANTON CREEK.11",11,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"CANTON CREEK.12",12,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"CANTON CREEK.13",13,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"CANTON CREEK.14",14,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"CANTON CREEK.15",15,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"CANTON CREEK.16",16,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"CANTON CREEK.17",17,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"CANTON CREEK.18",18,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"CANTON CREEK.19",19,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"CANTON CREEK.20",20,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"CANTON CREEK.21",21,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,1,0,0,0,0,0,21,0,1,0,0,0,0,0
"CANTON CREEK.22",22,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",0,1,0,0,0,0,0,24,0,1,0,0,0,0,0
"CANTON CREEK.23",23,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,1,0,0,0,0,0,25,0,1,0,0,0,0,0
"CANTON CREEK.24",24,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",0,1,0,0,0,0,0,26,0,1,0,0,0,0,0
"CANTON CREEK.25",25,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,29,0,0,0,0,0,1,0
"CANTON CREEK.26",26,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,30,0,0,0,0,0,1,0
"CANTON CREEK.27",27,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,31,0,0,0,0,0,1,0
"CANTON CREEK.28",28,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,27,0,0,0,0,1,0,0
"CANTON CREEK.29",29,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",0,0,0,0,0,1,0,32,0,0,0,0,0,1,0
"CANTON CREEK.30",30,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,33,0,0,0,0,0,1,0
"CANTON CREEK.31",31,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,34,0,0,0,0,0,1,0
"CANTON CREEK.32",32,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,35,0,0,0,0,0,1,0
"CANTON CREEK.33",33,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,0,0,1,0,36,0,0,0,0,0,1,0
"CANTON CREEK.34",34,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,37,0,0,0,0,0,1,0
"CANTON CREEK.35",35,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,38,0,0,0,0,0,1,0
"CANTON CREEK.36",36,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,0,1,0,39,0,0,0,0,0,1,0
"CANTON CREEK.37",37,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,40,0,0,0,0,0,1,0
"CANTON CREEK.38",38,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,41,0,0,0,0,0,1,0
"CANTON CREEK.39",39,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,42,0,0,0,0,0,1,0
"CANTON CREEK.40",40,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,28,0,0,0,0,1,0,0
"CANTON CREEK.41",41,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,43,0,0,0,0,0,1,0
"CANTON CREEK.42",42,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,44,0,0,0,0,0,0,1
"CANTON CREEK.43",43,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"CANTON CREEK.44",44,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"CANTON CREEK.45",45,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"CANTON CREEK.46",46,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"CANTON CREEK.47",47,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"CANTON CREEK.48",48,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"CANTON CREEK.49",49,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"CANTON CREEK.50",50,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"CANTON CREEK.51",51,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"CANTON CREEK.52",52,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"CANTON CREEK.53",53,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"CANTON CREEK.54",54,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"CANTON CREEK.55",55,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"CANTON CREEK.56",56,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"CANTON CREEK.57",57,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"CANTON CREEK.58",58,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"CANTON CREEK.59",59,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"CANTON CREEK.60",60,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"CANTON CREEK.61",61,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"CANTON CREEK.62",62,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"CANTON CREEK.63",63,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"CANTON CREEK.64",64,64,"LF64: Mortality or fitness reduction due to increases in salinity",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"CANTON CREEK.65",65,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,67,0,0,0,0,0,0,1
"CANTON CREEK.66",66,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,68,0,0,0,0,0,0,1
"CANTON CREEK.67",67,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,1,0,0,0,22,0,1,0,0,0,0,0
"CANTON CREEK.68",68,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,1,0,0,0,23,0,1,0,0,0,0,0
"CONUMA RIVER.1",1,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CONUMA RIVER.2",2,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"CONUMA RIVER.3",3,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"CONUMA RIVER.4",4,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
