W,LF_Name,LF,CI,CL,CV,FV,CR,FR,TR
Upper Kennedy,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Upper Kennedy,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Upper Kennedy,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Upper Kennedy,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,0,0,0,0,0,0,0
Upper Kennedy,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Upper Kennedy,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Upper Kennedy,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Sand,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,3,1,3,31,1,1,1
Sand,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Sand,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Sand,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Sand,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Sand,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,5,5,25,55,5,5,25
Sand,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,5,5,25,55,5,5,25
Sand,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,5,5,25,55,5,5,25
Sand,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,41,1,2,2
Sand,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Sand,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,2,2,41,1,2,2
Sand,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Sand,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Sand,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Sand,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Sand,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Sand,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Sand,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Sand,LF19: Mortality or fitness reduction due to early alevin emergence,19,0,0,0,0,0,0,0
Sand,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Sand,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,31,1,1,1
Sand,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,5,5,25,55,5,5,25
Sand,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Sand,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Sand,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Sand,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Sand,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Sand,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Sand,LF29: Mortality or fitness reduction due to deleterious substances,29,-1,1,-1,-1-1,-1,-1,1
Sand,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Sand,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Sand,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Sand,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Sand,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Sand,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Sand,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,-1,1,-1,-1-1,-1,-1,1
Sand,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,-1,1,-1,-1-1,-1,-1,1
Sand,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,-1,1,-1,-1-1,-1,-1,1
Sand,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,2,2,4,42,2,2,4
Sand,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,-1,1,-1,-1-1,-1,-1,1
Sand,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,-1,1,-1,-1-1,-1,-1,1
Sand,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Sand,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Sand,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Sand,LF45: Mortality or fitness reduction as a result of deleterious substances,45,-1,1,-1,-1-1,-1,-1,1
Sand,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Sand,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Sand,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Sand,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Sand,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Sand,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Sand,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Sand,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Sand,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Sand,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Sand,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Sand,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Sand,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Sand,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Sand,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Sand,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Sand,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Sand,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Sand,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Sand,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Sand,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Sand,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Sand,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Sand,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,-1,1,-1,-1-1,-1,-1,1
Sand,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,3,2,6,42,2,2,4
Clayoquot,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,11,1,1,1
Clayoquot,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Clayoquot,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF5: Mortality or fitness reduction due to competition with invasive species,5,2,1,2,31,1,1,1
Clayoquot,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,4,4,16,54,4,5,20
Clayoquot,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,0,0,0,0,0,0,0
Clayoquot,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,0,0,0,0,0,0,0
Clayoquot,LF9: Mortality or fitness reduction due to fishing,9,1,1,1,41,1,2,2
Clayoquot,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,2,2,41,1,2,2
Clayoquot,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Clayoquot,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Clayoquot,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Clayoquot,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Clayoquot,LF19: Mortality or fitness reduction due to early alevin emergence,19,0,0,0,0,0,0,0
Clayoquot,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,31,1,1,1
Clayoquot,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Clayoquot,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Clayoquot,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,2,4,8,33,3,3,9
Clayoquot,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF29: Mortality or fitness reduction due to deleterious substances,29,1,1,1,11,1,1,1
Clayoquot,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Clayoquot,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Clayoquot,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Clayoquot,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Clayoquot,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,1,1,1,41,1,2,2
Clayoquot,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,1,1,1,41,1,2,2
Clayoquot,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,1,1,1,41,1,2,2
Clayoquot,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,31,1,1,1
Clayoquot,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Clayoquot,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Clayoquot,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Clayoquot,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Clayoquot,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Clayoquot,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Clayoquot,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF65: Mortality or fitness reduction due to deleterious substances,65,1,1,1,41,1,2,2
Clayoquot,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Clayoquot,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Clayoquot,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,-1,1,-1,-1-1,-1,-1,1
Clayoquot,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Muriel,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,4,2,8,43,3,4,12
Muriel,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,32,1,1,1
Muriel,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,32,1,1,1
Muriel,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Muriel,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,12,1,1,1
Muriel,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,5,5,25,55,5,5,25
Muriel,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,2,2,4,32,2,1,2
Muriel,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,2,2,4,32,2,1,2
Muriel,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,41,1,2,2
Muriel,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Muriel,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,2,2,41,1,2,2
Muriel,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Muriel,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Muriel,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Muriel,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Muriel,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,32,1,1,1
Muriel,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,32,1,1,1
Muriel,LF18: Mortality due to redd disturbance by humans,18,1,1,1,32,1,1,1
Muriel,LF19: Mortality or fitness reduction due to early alevin emergence,19,0,0,0,0,0,0,0
Muriel,LF20: Mortality or fitness reduction due to redd overspawn,20,1,1,1,12,1,1,1
Muriel,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,31,1,1,1
Muriel,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Muriel,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Muriel,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Muriel,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Muriel,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Muriel,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Muriel,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Muriel,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Muriel,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Muriel,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Muriel,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Muriel,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Muriel,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Muriel,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Muriel,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,-1,1,-1,-1-1,-1,-1,1
Muriel,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,-1,1,-1,-1-1,-1,-1,1
Muriel,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,-1,1,-1,-1-1,-1,-1,1
Muriel,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,2,2,4,42,2,2,4
Muriel,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,1,1,1,41,1,2,2
Muriel,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,-1,1,-1,-1-1,-1,-1,1
Muriel,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Muriel,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Muriel,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Muriel,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Muriel,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Muriel,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Muriel,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Muriel,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Muriel,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Muriel,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Muriel,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Muriel,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Muriel,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Muriel,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Muriel,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Muriel,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Muriel,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Muriel,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Muriel,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Muriel,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Muriel,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Muriel,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Muriel,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Muriel,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Muriel,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Muriel,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Muriel,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Muriel,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,-1,1,-1,-1-1,-1,-1,1
Muriel,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,1,1,1,31,1,1,1
Tahsis,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Tahsis,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Tahsis,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,0,0,0,0,0,0,0
Tahsis,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Tahsis,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,4,4,16,54,4,5,20
Tahsis,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,1,3,3,41,1,2,2
Tahsis,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,3,3,41,1,2,2
Tahsis,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,41,1,2,2
